1077, 551488493, 0, 0
2062, 554393686, 0, 0
3017, 540608594, 0, 0
4011, 499995371, 0, 0
5041, 514045250, 0, 0
6014, 511498721, 0, 0
7016, 504246440, 0, 0
8032, 511369355, 0, 0
9000, 508295019, 0, 0
10030, 525375817, 0, 0
11004, 532156127, 0, 0
12046, 508484819, 0, 0
13019, 511698565, 0, 0
14031, 508332948, 0, 0
15041, 539694834, 0, 0
16036, 494402081, 0, 0
17054, 508579069, 0, 0
18012, 511681048, 0, 0
19017, 504647667, 0, 0
20042, 508635091, 0, 0
21027, 514460223, 0, 0
22026, 503083391, 0, 0
23004, 518308972, 0, 0
24000, 525448482, 0, 0
25056, 526496851, 0, 0
26032, 521433977, 0, 0
27033, 506346293, 0, 0
28046, 494485451, 0, 0
29036, 493669187, 0, 0
30052, 494906117, 0, 0
31059, 496152063, 0, 0
32004, 501993042, 0, 0
33028, 491151498, 0, 0
34008, 521832373, 0, 0
35033, 499466099, 0, 0
36040, 492251327, 0, 0
37002, 515113565, 0, 0
38035, 505426738, 0, 0
39020, 584401933, 0, 0
40049, 513142318, 0, 0
41050, 503769990, 0, 0
42061, 515759564, 0, 0
43056, 501324511, 0, 0
44005, 497904869, 0, 0
45029, 486419083, 0, 0
46030, 487989824, 0, 0
47009, 516747634, 0, 0
48017, 495820741, 0, 0
49042, 499183927, 0, 0
50015, 500808112, 0, 0
51026, 524969821, 0, 0
52047, 504099844, 0, 0
53051, 523605990, 0, 0
54056, 491038961, 0, 0
55038, 484178821, 0, 0
56024, 480710940, 0, 0
57058, 501977801, 0, 0
58011, 479867743, 0, 0
59053, 509680321, 0, 0
60061, 513455280, 0, 0
61011, 502445947, 0, 0
62043, 500703440, 0, 0
63048, 518586142, 0, 0
64011, 505012527, 0, 0
65011, 495033293, 0, 0
66040, 487387727, 0, 0
67051, 512309319, 0, 0
68012, 507937606, 0, 0
69005, 485776855, 0, 0
70056, 487481340, 0, 0
71018, 520865056, 0, 0
72023, 489587484, 0, 0
73010, 495508904, 0, 0
74020, 502717624, 0, 0
75040, 507489465, 0, 0
76058, 513189959, 0, 0
77006, 511711520, 0, 0
78009, 492878807, 0, 0
79015, 500608723, 0, 0
80018, 497633385, 0, 0
81034, 502154172, 0, 0
82002, 495017255, 0, 0
83029, 505043876, 0, 0
84023, 526283781, 0, 0
85044, 498809129, 0, 0
86022, 498639419, 0, 0
87003, 501318110, 0, 0
88022, 499977612, 0, 0
89063, 511681467, 0, 0
90052, 499557299, 0, 0
91032, 513342379, 0, 0
92040, 505675464, 0, 0
93042, 521679866, 0, 0
94061, 488202995, 0, 0
95012, 466541213, 0, 0
96002, 475253823, 0, 0
97018, 474591524, 0, 0
98053, 494104400, 0, 0
99049, 501225575, 0, 0
100048, 500644917, 0, 0
101026, 503557347, 0, 0
102036, 472414216, 0, 0
103004, 499724853, 0, 0
104009, 494215799, 0, 0
105043, 509266470, 0, 0
106002, 485495734, 0, 0
107040, 501910614, 0, 0
108062, 518373516, 0, 0
109023, 490505236, 0, 0
110003, 485160416, 0, 0
111031, 480800553, 0, 0
112035, 498779634, 0, 0
113003, 457557718, 0, 0
114009, 486136585, 0, 0
115013, 472900043, 0, 0
116042, 497317482, 0, 0
117062, 479253571, 0, 0
118030, 510858286, 0, 0
119013, 494958314, 0, 0
120035, 506154539, 0, 0
121020, 458188969, 0, 0
122054, 485120837, 0, 0
123029, 506027669, 0, 0
124074, 480009238, 0, 0
125050, 451060503, 0, 0
126031, 490365887, 0, 0
127006, 518856983, 0, 0
128031, 476651360, 0, 0
129025, 465962168, 0, 0
130016, 479903405, 0, 0
131058, 502795156, 0, 0
132010, 507980461, 0, 0
133011, 459615923, 0, 0
134003, 462278138, 0, 0
135012, 455621199, 0, 0
136011, 510538546, 0, 0
137041, 465529945, 0, 0
138052, 480163204, 0, 0
139044, 474936125, 0, 0
140032, 500289722, 0, 0
141061, 479145810, 0, 0
142033, 493124709, 0, 0
143010, 498899953, 0, 0
144050, 496022189, 0, 0
145041, 494718319, 0, 0
146042, 472300949, 0, 0
147047, 456625249, 0, 0
148011, 476409641, 0, 0
149015, 462049574, 0, 0
150043, 452851937, 0, 0
151003, 492626455, 0, 0
152043, 481475762, 0, 0
153059, 469242901, 0, 0
154037, 495080298, 0, 0
155025, 472752385, 0, 0
156060, 484004679, 0, 0
157004, 458548876, 0, 0
158045, 497288005, 0, 0
159066, 479757639, 0, 0
160016, 474725388, 0, 0
161047, 468681264, 0, 0
162029, 485099356, 0, 0
163012, 496836363, 0, 0
164003, 470812861, 0, 0
165023, 471386170, 0, 0
166054, 473776780, 0, 0
167012, 477659737, 0, 0
168018, 461265657, 0, 0
169002, 451514144, 0, 0
170004, 462762900, 0, 0
171038, 475920844, 0, 0
172039, 450691015, 0, 0
173066, 447348301, 0, 0
174024, 490298467, 0, 0
175059, 491805073, 0, 0
176043, 477030507, 0, 0
177000, 493565542, 0, 0
178003, 444623023, 0, 0
179031, 463260176, 0, 0
180027, 444506901, 0, 0
181060, 479848537, 0, 0
182025, 463167006, 0, 0
183043, 464041411, 0, 0
184010, 463545573, 0, 0
185059, 489790544, 0, 0
186067, 502946497, 0, 0
187001, 458485304, 0, 0
188008, 470344851, 0, 0
189023, 463556762, 0, 0
190056, 496229148, 0, 0
191018, 479748599, 0, 0
192040, 483744743, 0, 0
193070, 481475534, 0, 0
194024, 460947504, 0, 0
195001, 484000869, 0, 0
196054, 502363026, 0, 0
197006, 483358182, 0, 0
198034, 478514690, 0, 0
199000, 457573895, 0, 0
200052, 442570395, 0, 0
201062, 503977419, 0, 0
202033, 456262124, 0, 0
